co2_emissions,energy_consumption,tourism_activity,impact
0.9970634944596719,0.37622214720467473,0.9299635079864133,1
0.37081839490267576,0.6321296032741978,0.9377472293250453,1
0.9488087260395193,0.42722094465972194,0.5581680386490836,1
0.36677428215822583,0.048868800654750744,0.6633022260479674,0
0.695529256684021,0.7034895658562398,0.3491717267634168,0
0.16536701732446069,0.5525081602467127,0.607158729350281,0
0.46040785858475486,0.43424492199065867,0.30274806845107094,1
0.8712735186392602,0.20155199070784113,0.7460283563593224,1
0.3199943800738092,0.6243432148194492,0.307210116551903,0
0.1052025986807329,0.2751974463940988,0.8794107082420644,0
0.5227133358625299,0.4291742986259295,0.14348388927216282,0
0.4395346862840107,0.05648514708875163,0.5718051291484538,1
0.2295396301195164,0.7767465071684263,0.5206754962749477,1
0.905615226147165,0.09003708241815023,0.2637174743942765,1
0.6016867381802531,0.8908396077998795,0.02800210917687629,1
0.3471736218332727,0.8675746190478932,0.14853368639693698,0
0.9961312390539405,0.971089924817562,0.9679511665478642,1
0.13756620327569347,0.9084412428049438,0.9413045276393707,0
0.8479515125836945,0.9714076542163368,0.11930072325295149,1
0.23062493578382504,0.8872762441747103,0.3748601988693371,0
0.23950685790296178,0.1125086050424734,0.46512661913058806,0
0.4981621982405471,0.4376818631430055,0.47807193078942123,1
0.661941969817519,0.07615636181123453,0.2988198204655421,1
0.6904630975119893,0.5452982066793366,0.9129528326700685,1
0.022127636102699078,0.5297567614791858,0.908490600483377,1
0.2868579531975072,0.9221783601162928,0.018928420535729296,0
0.6606040752735673,0.9696947451149833,0.6500013755174257,1
0.8897347936877923,0.25964404682514186,0.07436240846680742,1
0.6698908884063026,0.5823128497620902,0.5974976621312753,1
0.26588131475356913,0.4644417896529488,0.866892896401799,1
0.5077727489877176,0.5467351747409527,0.6495309496235275,1
0.6475764187454032,0.531728095088984,0.4689276149437619,1
0.13533935089702465,0.9141244092026337,0.9578957291715938,0
0.5449069032673095,0.8961257752523029,0.7465985830175398,0
0.47166622805266134,0.12273668193723164,0.24930937275280363,0
0.3366480347413471,0.3451101784168614,0.3869369010520175,1
0.6235376682587858,0.752775073592789,0.7598753340399639,0
0.6362162930304626,0.6839871058300631,0.019314248116055532,1
0.9714699060403114,0.6311925556095243,0.0639633025482721,0
0.42830519741289597,0.993810432296497,0.8594231784597667,0
0.5312671554836946,0.336935057298282,0.04294598963386853,1
0.15750258097065895,0.515248705781926,0.6785138411991533,0
0.5483623388757913,0.9791503732512745,0.3189059570558348,1
0.036085949174874954,0.6955522786122463,0.8258917177447093,1
0.14987757445686611,0.6486802721875087,0.8473460655306272,0
0.17124680349508048,0.15474724005099882,0.9533391080817285,0
0.6326391175044026,0.2466569034453927,0.09554955303748269,0
0.5672946407340433,0.3774731893867017,0.4228470092293496,0
0.7980369569444418,0.46484710036330446,0.5739585899553449,0
0.4643994318717968,0.49721023970515754,0.9160568795898105,1
0.47485623686661127,0.9021371814296457,0.26651414543310625,0
0.16155603212455139,0.10721198570894586,0.07162749072712105,1
0.7427014297298196,0.2483525700506627,0.20176462059410105,1
0.0036529256519354236,0.1436338035484418,0.49557832375518973,1
0.42489087314634966,0.735310725753111,0.6810510022787905,0
0.188325091136336,0.9705798011091276,0.6906740213122925,0
0.7710099245419837,0.8939608033877106,0.07466330709431346,0
0.673391360687125,0.7233007688055453,0.7614102645624203,1
0.7067687098370855,0.02152280416847252,0.6602394032194333,0
0.14857788569647046,0.3470308699974486,0.40754318721335225,0
0.6688140736603108,0.8636180500027458,0.5710862684229696,0
0.6908937098203936,0.6530702539609364,0.7677404462914931,1
0.0026370847033859723,0.20960132124989472,0.26209274800062565,1
0.3176008591114934,0.4664871346685904,0.9400335034041158,0
0.08728818124243176,0.08791813164505746,0.13776760494702678,0
0.6813942324114902,0.5208015365725885,0.9022228117035604,0
0.21210866980743492,0.9010284476851633,0.7408579561211016,1
0.26465931522932173,0.03871884633696676,0.6605186193291939,0
0.07832907547015056,0.613891525079295,0.08290799725867803,1
0.4838066652719982,0.23310269799887862,0.9190046075556885,1
0.03303280949238174,0.9903850721788559,0.2953303505403946,1
0.8455922128750106,0.06510172070353493,0.745612206312171,1
0.026366040016279957,0.61729138308389,0.8848014126899634,1
0.061639694181784166,0.2563706877591414,0.2442834934020296,1
0.6404066332174871,0.8824630625479328,0.9146007708826493,0
0.9169335230254371,0.121929799339065,0.6119416485940278,1
0.8921211346441967,0.4292526128040931,0.6590317822975011,1
0.08363051101386232,0.1853615449627367,0.9145128864442907,1
0.28844672163905627,0.7994437223866822,0.5267349219529072,0
0.5210368568622786,0.3514435663214106,0.4406475576155775,1
0.026623738696466503,0.18671319845619316,0.6332317675754883,1
0.5286426155484825,0.725901068076631,0.554023517058505,1
0.44776564084395687,0.8172173178312964,0.0614757124473283,1
0.5884109955595209,0.4623954873696424,0.18049204693151588,0
0.9203148835436031,0.37884940225895514,0.01356647892301377,1
0.2746193057114631,0.6321441923770895,0.1081628394980847,1
0.6390965435185888,0.6513965889391736,0.7298496597775842,1
0.4298323359730952,0.660745395636221,0.004711161805349362,0
0.435128724321577,0.27575764196927444,0.3044055146077669,0
0.6472714022593479,0.9413024726154743,0.449321404378605,1
0.9513363951802348,0.21344424774373516,0.9378122490987916,0
0.863031505665838,0.37415827588819695,0.32700701778991614,0
0.6395224454791683,0.283693942335692,0.7831307631083072,1
0.461538088945903,0.931123508169197,0.40876557955259507,1
0.42399210091182715,0.8283701424783035,0.09849138008141345,1
0.7871329109605402,0.8112719372858653,0.09884374799692919,0
